CLOSE_DEF_PERSON_ID, PLAYER_NAME, PLAYER_LAST_TEAM_ID, PLAYER_LAST_TEAM_ABBREVIATION, PLAYER_POSITION, AGE, GP, G, FREQ, D_FGM, D_FGA, D_FG_PCT, PCT_PLUSMINUS
1627759, Jaylen Brown, 1610612738, BOS, G-F, 21.0, 67, 67, 1.0, 3.72, 9.39, 0.396, -0.057
201163, Wilson Chandler, 1610612743, DEN, F, 31.0, 74, 74, 1.0, 4.0, 9.39, 0.426, -0.031
203486, Mason Plumlee, 1610612743, DEN, C-F, 28.0, 72, 72, 1.0, 4.24, 9.35, 0.453, -0.025
203092, Tyler Zeller, 1610612749, MIL, C, 28.0, 63, 63, 1.0, 4.59, 9.33, 0.491, 0.01
203115, Will Barton, 1610612743, DEN, F-G, 27.0, 80, 80, 1.0, 4.39, 9.28, 0.473, 0.024
203109, Jae Crowder, 1610612762, UTA, F, 27.0, 80, 80, 1.0, 4.35, 9.24, 0.471, 0.016
203484, Kentavious Caldwell-Pope, 1610612747, LAL, G, 25.0, 72, 72, 1.0, 4.49, 9.22, 0.486, 0.033
101107, Marvin Williams, 1610612766, CHA, F, 32.0, 78, 78, 1.0, 4.32, 9.19, 0.47, 0.002
1627756, Denzel Valentine, 1610612741, CHI, F, 24.0, 77, 77, 1.0, 4.36, 9.18, 0.475, 0.022
201583, Ryan Anderson, 1610612745, HOU, F, 30.0, 66, 66, 1.0, 4.08, 9.12, 0.447, -0.006
202738, Isaiah Thomas, 1610612747, LAL, G, 29.0, 31, 31, 1.0, 3.9, 9.1, 0.429, -0.025
1628021, David Nwaba, 1610612741, CHI, F, 25.0, 70, 70, 1.0, 4.54, 9.09, 0.5, 0.051
202397, Ish Smith, 1610612765, DET, G, 29.0, 81, 81, 1.0, 3.9, 9.09, 0.429, -0.018
203933, TJ Warren, 1610612756, PHX, F, 24.0, 64, 64, 1.0, 3.89, 9.02, 0.432, -0.022
202694, Marcus Morris, 1610612738, BOS, F, 28.0, 52, 52, 1.0, 4.19, 9.0, 0.466, 0.005
203104, Marquis Teague, 1610612763, MEM, G, 25.0, 3, 3, 1.0, 4.67, 9.0, 0.519, 0.073
202391, Jeremy Lin, 1610612751, BKN, G, 29.0, 1, 1, 1.0, 6.0, 9.0, 0.667, 0.207
203613, Jonathon Simmons, 1610612753, ORL, F, 28.0, 69, 69, 1.0, 4.23, 8.93, 0.474, 0.022
1626185, Jarell Martin, 1610612763, MEM, F, 24.0, 72, 72, 1.0, 3.92, 8.93, 0.439, -0.021
202340, Avery Bradley, 1610612746, LAC, G, 27.0, 46, 46, 1.0, 4.17, 8.91, 0.468, 0.013
203915, Spencer Dinwiddie, 1610612751, BKN, G, 25.0, 78, 78, 1.0, 3.95, 8.86, 0.446, -0.003
